date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:20:18	69622/69622	---MCZ	200	added ('OK')	text/html	etag:W/%223f0c6e6a88d7a6f50c0219ae1eac5d2a%22	https://www.kiwiinvest.co.nz/home	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/home.html	(from )
13:20:20	113/113	---MCZ	200	added ('OK')	text/plain	etag:W/%22fd6c347b72b08ff5b2735f75a1c75927%22	https://www.kiwiinvest.co.nz/robots.txt		(from )
13:20:20	389/389	---M--	200	added ('OK')	image/png	etag:%22cd976da345ae192ccb77a918a29f4c1d%22	https://www.kiwiinvest.co.nz/hubfs/32@1x.png	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/32@1x.png	(from https://www.kiwiinvest.co.nz/home)
13:20:20	95931/95931	---MCZ	200	added ('OK')	application/javascript	etag:W/%225790ead7ad3ba27397aedfa3d263b867%22	https://www.kiwiinvest.co.nz/hs/hsstatic/jquery-libs/static-1.4/jquery/jquery-1.11.2.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/hsstatic/jquery-libs/static-1.4/jquery/jquery-1.11.2.js	(from https://www.kiwiinvest.co.nz/home)
13:20:20	7199/7199	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eb05d8d73b5b13d8d84308a4751ece96%22	https://www.kiwiinvest.co.nz/hs/hsstatic/jquery-libs/static-1.4/jquery-migrate/jquery-migrate-1.2.1.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/hsstatic/jquery-libs/static-1.4/jquery-migrate/jquery-migrate-1.2.1.js	(from https://www.kiwiinvest.co.nz/home)
13:20:21	201/201	---MCZ	200	added ('OK')	text/css	etag:W/%22aaa6c2ac8060eddb143ae3a6436cc78d%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/module_assets/1557366030201/module_6071243868_Marketplace_Ascend_Inbound_Marketing_Better_Vertical_Spacer_Better_Vertical_Spacer.min.css	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/module_assets/1557366030201/module_6071243868_Marketplace_Ascend_Inbound_Marketing_Better_Vertical_Spacer_Better_Vertical_Spacer.min.css	(from https://www.kiwiinvest.co.nz/home)
13:20:21	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2017%20Dec%202020%2000:20:21%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/kiwiInvest/www.googletagmanager.com/gtm.55445.delayed	(from https://www.kiwiinvest.co.nz/home)
13:20:23	4124/4124	---MCZ	200	added ('OK')	text/javascript	etag:W/%22482eccfb75774fbe7cafba12e044ddbc%22	https://use.fontawesome.com/04a93d45ff.js	C:/My%20Web%20Sites/kiwiInvest/use.fontawesome.com/04a93d45ff.js	(from https://www.kiwiinvest.co.nz/home)
13:20:24	91651/91651	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Dec%202020%2000:20:24%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/kiwiInvest/connect.facebook.net/en_US/fbevents.js	(from https://www.kiwiinvest.co.nz/home)
13:20:25	1284/1284	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a67ed8ce0a86706b9f73a86806ce5bd3:1596597060.25158%22	http://munchkin.marketo.net/munchkin.js	C:/My%20Web%20Sites/kiwiInvest/munchkin.marketo.net/munchkin.js	(from https://www.kiwiinvest.co.nz/home)
13:20:25	4638/4638	---MCZ	200	added ('OK')	text/css	etag:W/%220b0c633d59ab0af9553a98c0e7d97349%22	http://cdn2.hubspot.net/hub/-1/hub_generated/template_assets/1495141902003/hubspot_default/shared/responsive/layout.min.css	C:/My%20Web%20Sites/kiwiInvest/cdn2.hubspot.net/hub/-1/hub_generated/template_assets/1495141902003/hubspot_default/shared/responsive/layout.min.css	(from https://www.kiwiinvest.co.nz/home)
13:20:26	27733/27733	---MCZ	200	added ('OK')	text/css	etag:W/%223b66523ecc04765a1a96a2a2e3e9106a%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/3884921203/1569676133881/Coded_files/Custom/page/GMI_Assets/FontAwesome.min.css	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/3884921203/1569676133881/Coded_files/Custom/page/GMI_Assets/FontAwesome.min.css	(from https://www.kiwiinvest.co.nz/home)
13:20:26	29033/29033	---MCZ	200	added ('OK')	text/css	etag:W/%222ffa02bb4c739fd3ba35e0fba5b54c14%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5471667797/1606894184425/Coded_files/Custom/page/Kiwi_Investment_Management/KI-styles.min.css	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5471667797/1606894184425/Coded_files/Custom/page/Kiwi_Investment_Management/KI-styles.min.css	(from https://www.kiwiinvest.co.nz/home)
13:20:28	41451/41451	---MCZ	200	added ('OK')	text/css	etag:W/%227afe23b0aedc365ac60e33fdb5977d0d%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css	(from https://www.kiwiinvest.co.nz/home)
13:20:29	25171/25171	---MCZ	200	added ('OK')	text/css	etag:W/%22f0c9ceea63d6c525fe61f05d163fe8da%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/9315235190/1606787462846/Templates_/Custom/Page/Kiwi_Investment_Management/Carousel-style.css	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/9315235190/1606787462846/Templates_/Custom/Page/Kiwi_Investment_Management/Carousel-style.css	(from https://www.kiwiinvest.co.nz/home)
13:20:32	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:20:32%20GMT	https://www.kiwiinvest.co.nz/generated_global_groups/38257060736.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/generated_global_groups/38257060736.html	(from https://www.kiwiinvest.co.nz/home)
13:20:32	1653/1653	---M--	200	added ('OK')	image/png	etag:%220b08014d0f7755b0f52ea231528c52b0%22	https://www.kiwiinvest.co.nz/hs-fs/hubfs/Kiwi%20Investment%20Management/Logos/Kiwi-Invest-Outline-white-reg-tm.png?width=85&name=Kiwi-Invest-Outline-white-reg-tm.png	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hubfs/Kiwi%20Investment%20Management/Logos/Kiwi-Invest-Outline-white-reg-tm8647.png	(from https://www.kiwiinvest.co.nz/home)
13:20:32	45764/45764	---MCZ	200	added ('OK')	text/html	etag:W/%22ebee35756032ea073b6ea56450882994%22	https://www.kiwiinvest.co.nz/our-difference	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-difference.html	(from https://www.kiwiinvest.co.nz/home)
13:20:34	68241/68241	---MCZ	200	added ('OK')	text/html	etag:W/%22a1ad770486a2d8b40184aeaec4fde0f1%22	https://www.kiwiinvest.co.nz/our-difference/responsible-investment-policy	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-difference/responsible-investment-policy.html	(from https://www.kiwiinvest.co.nz/home)
13:20:34	134951/134951	---MCZ	200	added ('OK')	text/html	etag:W/%225b2f044cad445cb1eb75db563e22b421%22	https://www.kiwiinvest.co.nz/our-approach	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-approach.html	(from https://www.kiwiinvest.co.nz/home)
13:20:36	130504/130504	---MCZ	200	added ('OK')	text/html	etag:W/%224ed4193254ef5471ca9b3b83bb348dfb%22	https://www.kiwiinvest.co.nz/our-people	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-people.html	(from https://www.kiwiinvest.co.nz/home)
13:20:37	60824/60824	---MCZ	200	added ('OK')	text/html	etag:W/%225e97bdc2b4557cdaeabb71c890e3466a%22	https://www.kiwiinvest.co.nz/investment-insights	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/investment-insights.html	(from https://www.kiwiinvest.co.nz/home)
13:20:37	79815/79815	---MCZ	200	added ('OK')	text/html	etag:W/%22568929c96c1a5e9c247e17df4e2e9515%22	https://www.kiwiinvest.co.nz/contact-us	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/contact-us.html	(from https://www.kiwiinvest.co.nz/home)
13:20:37	54159/54159	---M--	200	added ('OK')	image/jpeg	etag:%229a7c9f5b1ea5a02d9d52c46c8c255405%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/LocalGlobal-Homepage-1800x500.jpg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/LocalGlobal-Homepage-1800x500.jpg	(from https://www.kiwiinvest.co.nz/home)
13:20:37	145597/145597	---M--	200	added ('OK')	image/jpeg	etag:%22b6aad16195549aafe01db2889aef892d%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/LongtermReturns-Homepage-1800x500.jpg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/LongtermReturns-Homepage-1800x500.jpg	(from https://www.kiwiinvest.co.nz/home)
13:20:38	57722/57722	---M--	200	added ('OK')	image/jpeg	etag:%22b90daad5d85ae0e1d17b82c3bcfbea47%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/NoGoalsButYours-Homepage-1800x500.jpg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/NoGoalsButYours-Homepage-1800x500.jpg	(from https://www.kiwiinvest.co.nz/home)
13:20:38	47376/47376	---M--	200	added ('OK')	image/jpeg	etag:%223b98a303ff8cb71a0a5f8e6e9a297a01%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Transparency-Homepage-1800x500.jpg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Transparency-Homepage-1800x500.jpg	(from https://www.kiwiinvest.co.nz/home)
13:20:38	41169/41169	---M--	200	added ('OK')	image/jpeg	etag:%223d3dbeeb052590043a7c53905976298c%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/ResponsibleInvestment-Homepage-1800x500.jpg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/ResponsibleInvestment-Homepage-1800x500.jpg	(from https://www.kiwiinvest.co.nz/home)
13:20:40	2184/2184	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e700bf56b4824dbeb3d6c2cabfc8622b%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Private-Investors.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Private-Investors.svg	(from https://www.kiwiinvest.co.nz/home)
13:20:40	2410/2410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226b4a83fbdc9a8f5e94c64e9e30f490d7%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Charities.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Charities.svg	(from https://www.kiwiinvest.co.nz/home)
13:20:40	676871/676871	---M-Z	200	added ('OK')	application/javascript	etag:%225fd8ef6a-26644%22	https://fast.wistia.com/assets/external/E-v1.js	C:/My%20Web%20Sites/kiwiInvest/fast.wistia.com/assets/external/E-v1.js	(from https://www.kiwiinvest.co.nz/home)
13:20:40	3738/3738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bba3c476de3ddba8612c98dbbbd06d59%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Iwi.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Iwi.svg	(from https://www.kiwiinvest.co.nz/home)
13:20:40	4679/4679	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dfc6b6471e8a658862d9aee8b237419a%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Wholesale-Investors.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Wholesale-Investors.svg	(from https://www.kiwiinvest.co.nz/home)
13:20:41	3069/3069	---M--	200	added ('OK')	image/png	etag:%22bf0dff3dbb400f47b3949dd029e4e256%22	https://www.kiwiinvest.co.nz/hs-fs/hubfs/identity/logos/KW-65px.png?width=69&name=KW-65px.png	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hubfs/identity/logos/KW-65pxc8d7.png	(from https://www.kiwiinvest.co.nz/home)
13:20:43	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:20:43%20GMT	https://www.kiwiinvest.co.nz/generated_global_groups/5481431955.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/generated_global_groups/5481431955.html	(from https://www.kiwiinvest.co.nz/home)
13:20:44	2903/2903	---M--	200	added ('OK')	image/png	etag:%22806d014401b29f2847fc0573f80d3897%22	https://no-cache.hubspot.com/cta/default/703880/f31ec4e3-5f7b-4de7-a4fe-e827783ab80a.png	C:/My%20Web%20Sites/kiwiInvest/no-cache.hubspot.com/cta/default/703880/f31ec4e3-5f7b-4de7-a4fe-e827783ab80a.png	(from https://www.kiwiinvest.co.nz/home)
13:20:45	9241/9241	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d88e52a8f091f9d691cdffe50a5540c6%22	https://www.kiwiinvest.co.nz/hs/cta/cta/current.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/cta/cta/current.js	(from https://www.kiwiinvest.co.nz/home)
13:20:47	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:20:47%20GMT	https://www.kiwiinvest.co.nz/generated_global_groups/5477551338.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/generated_global_groups/5477551338.html	(from https://www.kiwiinvest.co.nz/home)
13:20:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Dec%202020%2000:20:47%20GMT	http://www.kiwiinvest.co.nz/privacy	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/privacy.25.delayed	(from https://www.kiwiinvest.co.nz/home)
13:20:50	62693/62693	---MCZ	200	added ('OK')	text/html	etag:W/%2253809ff2a9a8bb9bd9a7795382774450%22	https://www.kiwiinvest.co.nz/privacy	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/privacy.html	(from https://www.kiwiinvest.co.nz/home)
13:20:52	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:20:52%20GMT	https://www.kiwiinvest.co.nz/POST	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/POST	(from https://www.kiwiinvest.co.nz/home)
13:20:54	7546/7546	---MCZ	200	added ('OK')	application/javascript	etag:W/%22567fe2f51fd67ab018ef4a0826fc3acd%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5525845371/1569676172625/Coded_files/Custom/page/Kiwi_Investment_Management/CompanyMain.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5525845371/1569676172625/Coded_files/Custom/page/Kiwi_Investment_Management/CompanyMain.js	(from https://www.kiwiinvest.co.nz/home)
13:20:54	804/804	---MCZ	200	added ('OK')	application/javascript	etag:W/%223df2399c42cf393a3085a6b292337493%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5487985031/1569676171679/Coded_files/Custom/page/Kiwi_Investment_Management/KI-vertical-tabs.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/5487985031/1569676171679/Coded_files/Custom/page/Kiwi_Investment_Management/KI-vertical-tabs.js	(from https://www.kiwiinvest.co.nz/home)
13:20:55	131637/131637	---MCZ	200	added ('OK')	application/javascript	etag:W/%2277132458b01a81993a0eb3cb842c23fe%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/9311717439/1569676184007/Templates_/Custom/Page/Kiwi_Investment_Management/bootstrap.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/9311717439/1569676184007/Templates_/Custom/Page/Kiwi_Investment_Management/bootstrap.js	(from https://www.kiwiinvest.co.nz/home)
13:20:55	51782/51782	---MCZ	200	added ('OK')	application/javascript	etag:W/%22010b42c2b1b9e4f3491529c6505177bf%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/3906398548/1569676163830/Coded_files/Custom/page/GMI_Assets/Slick.min.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/3906398548/1569676163830/Coded_files/Custom/page/GMI_Assets/Slick.min.js	(from https://www.kiwiinvest.co.nz/home)
13:20:56	4572/4572	---MCZ	200	added ('OK')	application/javascript	etag:W/%225608b363c3b5c423be2b27582eb87b29%22	https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38194478917/1606876985316/Coded_files/Custom/system/GMI_Assets/KI_script.min.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38194478917/1606876985316/Coded_files/Custom/system/GMI_Assets/KI_script.min.js	(from https://www.kiwiinvest.co.nz/home)
13:20:56	1257/1257	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d0cd32f08bf823a0389da03beed61887%22	https://www.kiwiinvest.co.nz/hs/hsstatic/cos-i18n/static-1.27/bundles/project.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/hsstatic/cos-i18n/static-1.27/bundles/project.js	(from https://www.kiwiinvest.co.nz/home)
13:20:56	2195/2195	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef84f26c310485299d6b75777414eddb%22	https://www.kiwiinvest.co.nz/hs/hsstatic/keyboard-accessible-menu-flyouts/static-1.17/bundles/project.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/hsstatic/keyboard-accessible-menu-flyouts/static-1.17/bundles/project.js	(from https://www.kiwiinvest.co.nz/home)
13:20:57	1782/1782	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2017%20Dec%202020%2000:20:56%20GMT	https://www.kiwiinvest.co.nz/hs/scriptloader/703880.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/scriptloader/703880.js	(from https://www.kiwiinvest.co.nz/home)
13:20:58	9899/9899	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e669ca94e2fffafc96a88184dda30834%22	https://www.kiwiinvest.co.nz/hs/hsstatic/HubspotToolsMenu/static-1.79/js/index.js	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs/hsstatic/HubspotToolsMenu/static-1.79/js/index.js	(from https://www.kiwiinvest.co.nz/home)
13:20:58	805/805	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Jan%202012%2016:31:30%20GMT	http://static.hubspot.com/final/img/common/icons/social/facebook-24x24.png	C:/My%20Web%20Sites/kiwiInvest/static.hubspot.com/final/img/common/icons/social/facebook-24x24.png	(from https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css)
13:20:58	2348/2348	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jun%202013%2020:47:54%20GMT	http://static.hubspot.com/final/img/common/icons/social/linkedin-24x24.png	C:/My%20Web%20Sites/kiwiInvest/static.hubspot.com/final/img/common/icons/social/linkedin-24x24.png	(from https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css)
13:20:59	1896/1896	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Dec%202012%2016:31:09%20GMT	http://static.hubspot.com/final/img/common/icons/social/twitter-24x24.png	C:/My%20Web%20Sites/kiwiInvest/static.hubspot.com/final/img/common/icons/social/twitter-24x24.png	(from https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css)
13:21:00	2374/2374	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Feb%202013%2005:25:01%20GMT	http://static.hubspot.com/final/img/common/icons/social/googleplus-24x24.png	C:/My%20Web%20Sites/kiwiInvest/static.hubspot.com/final/img/common/icons/social/googleplus-24x24.png	(from https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css)
13:21:01	1866/1866	---M--	200	added ('OK')	image/png	etag:%22f595730bbfc9b24daa4c834f8c8660b9%22	http://static.hsappstatic.net/content_shared_assets/static-1.3935/img/bg_direction_nav.png	C:/My%20Web%20Sites/kiwiInvest/static.hsappstatic.net/content_shared_assets/static-1.3935/img/bg_direction_nav.png	(from https://www.kiwiinvest.co.nz/hs-fs/hub/703880/hub_generated/template_assets/38063855705/1607377131792/Coded_files/Custom/page/Kiwi_Investment_Management/KI-nav-style.min.css)
13:21:03	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:21:03%20GMT	https://www.kiwiinvest.co.nz/generated_global_groups/20770673989.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/generated_global_groups/20770673989.html	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:04	1574/1574	---M--	200	added ('OK')	image/png	etag:%2206dad1d382c383fddd2e971189583d26%22	https://no-cache.hubspot.com/cta/default/703880/079bc490-3ef0-4c0d-b58c-c4f5926de336.png	C:/My%20Web%20Sites/kiwiInvest/no-cache.hubspot.com/cta/default/703880/079bc490-3ef0-4c0d-b58c-c4f5926de336.png	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:04	2628/2628	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229beb537c41899f0dcdb94045d7e8db42%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Safe%20Hands.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Safe%20Hands.svg	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:04	3071/3071	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e16e1cf9d020923fd1c099518af25b32%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Invested%20In%20NZ.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Invested%20In%20NZ.svg	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:04	1236/1236	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2214f023af7e05f387a38d8aa3484492fc%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Flexible.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Flexible.svg	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:05	5093/5093	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2284acf24ec035936e00c2b4da42ef0981%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/No%20Interests%20Wholesale.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/No%20Interests%20Wholesale.svg	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:05	5240/5240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220510503fc942ea0aac061ee9d7f16818%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Responsible%20Iinvestments.svg	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Icons/Responsible%20Iinvestments.svg	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:05	2381/2381	---M--	200	added ('OK')	image/png	etag:%22cbc1ab83297e31b56b0ff7f65af495ab%22	https://no-cache.hubspot.com/cta/default/703880/91089b61-6e9f-4ffd-8b1c-ebde2492aca9.png	C:/My%20Web%20Sites/kiwiInvest/no-cache.hubspot.com/cta/default/703880/91089b61-6e9f-4ffd-8b1c-ebde2492aca9.png	(from https://www.kiwiinvest.co.nz/our-difference)
13:21:08	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:21:07%20GMT	https://www.kiwiinvest.co.nz/our-difference/generated_global_groups/38257060736.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-difference/generated_global_groups/38257060736.html	(from https://www.kiwiinvest.co.nz/our-difference/responsible-investment-policy)
13:21:10	27377/27377	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2000:21:10%20GMT	https://www.kiwiinvest.co.nz/our-difference/generated_global_groups/5471566366.html	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/our-difference/generated_global_groups/5471566366.html	(from https://www.kiwiinvest.co.nz/our-difference/responsible-investment-policy)
13:21:10	3710/3710	---M--	200	added ('OK')	image/png	etag:%2295777d650d4be0720f2360b1262d19cc%22	https://www.kiwiinvest.co.nz/hs-fs/hubfs/PRI-Sig-Web-V1.png?width=150&name=PRI-Sig-Web-V1.png	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hs-fs/hubfs/PRI-Sig-Web-V1aa12.png	(from https://www.kiwiinvest.co.nz/our-difference/responsible-investment-policy)
13:21:12	472698/472698	---M--	200	added ('OK')	application/pdf	etag:%22f8228ea412a082c99ea4be2cfe358548%22	https://www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Kiwi%20Invest%20Responsible%20Investment%20Policy.pdf	C:/My%20Web%20Sites/kiwiInvest/www.kiwiinvest.co.nz/hubfs/Kiwi%20Investment%20Management/Kiwi%20Invest%20Responsible%20Investment%20Policy.pdf	(from https://www.kiwiinvest.co.nz/our-difference/responsible-investment-policy)
